Suburb,Price,Date,Dayofweek
Brunswick East,1065000,23/09/2017,Saturday
Brunswick East,522000,23/09/2017,Saturday
Brunswick East,522000,23/09/2017,Saturday
Brunswick West,1000000,23/09/2017,Saturday
Brunswick West,438000,23/09/2017,Saturday
Brunswick West,1080000,23/09/2017,Saturday
Bulleen,1300000,23/09/2017,Saturday
Bulleen,1331000,23/09/2017,Saturday
Burwood East,1010800,23/09/2017,Saturday
Burwood East,680000,23/09/2017,Saturday
Carlton,830000,23/09/2017,Saturday
Carnegie,1600000,23/09/2017,Saturday
Carnegie,1250000,23/09/2017,Saturday
Carnegie,533000,23/09/2017,Saturday
Carnegie,541000,23/09/2017,Saturday
Carnegie,490000,23/09/2017,Saturday
Carnegie,392500,23/09/2017,Saturday
Carnegie,403000,23/09/2017,Saturday
Carnegie,1966000,23/09/2017,Saturday
Carnegie,381000,23/09/2017,Saturday
Chadstone,686000,23/09/2017,Saturday
Cheltenham,1100000,23/09/2017,Saturday
Cheltenham,851000,23/09/2017,Saturday
Cheltenham,1015000,23/09/2017,Saturday
Cheltenham,795000,23/09/2017,Saturday
Cheltenham,1160000,23/09/2017,Saturday
Cheltenham,1160000,23/09/2017,Saturday
Clifton Hill,1385000,23/09/2017,Saturday
Coburg,1286000,23/09/2017,Saturday
Coburg,1000000,23/09/2017,Saturday
Coburg,960000,23/09/2017,Saturday
Collingwood,565000,23/09/2017,Saturday
Croydon,840500,23/09/2017,Saturday
Croydon,1222000,23/09/2017,Saturday
Croydon,2400000,23/09/2017,Saturday
Croydon,1180000,23/09/2017,Saturday
Croydon North,677000,23/09/2017,Saturday
Deer Park,632000,23/09/2017,Saturday
Delahey,607500,23/09/2017,Saturday
Delahey,575000,23/09/2017,Saturday
Delahey,563000,23/09/2017,Saturday
Derrimut,695000,23/09/2017,Saturday
Doncaster,1260000,23/09/2017,Saturday
Doncaster,2123500,23/09/2017,Saturday
Doncaster East,1310000,23/09/2017,Saturday
Doncaster East,1890000,23/09/2017,Saturday
Donvale,775000,23/09/2017,Saturday
Elwood,770000,23/09/2017,Saturday
Elwood,525500,23/09/2017,Saturday
Elwood,2200000,23/09/2017,Saturday
Elwood,645000,23/09/2017,Saturday
Elwood,1200000,23/09/2017,Saturday
Essendon,735000,23/09/2017,Saturday
Essendon,1290000,23/09/2017,Saturday
Essendon,562000,23/09/2017,Saturday
Essendon,580500,23/09/2017,Saturday
Essendon,1710000,23/09/2017,Saturday
Essendon North,370000,23/09/2017,Saturday
Fairfield,620000,23/09/2017,Saturday
Fairfield,1300000,23/09/2017,Saturday
Ferntree Gully,791100,23/09/2017,Saturday
Ferntree Gully,775000,23/09/2017,Saturday
Fitzroy,1210000,23/09/2017,Saturday
Fitzroy,1300000,23/09/2017,Saturday
Fitzroy North,1730000,23/09/2017,Saturday
Fitzroy North,1460000,23/09/2017,Saturday
Flemington,1100000,23/09/2017,Saturday
Flemington,452500,23/09/2017,Saturday
Footscray,373000,23/09/2017,Saturday
Forest Hill,1350000,23/09/2017,Saturday
Forest Hill,950000,23/09/2017,Saturday
Forest Hill,1100000,23/09/2017,Saturday
Forest Hill,799000,23/09/2017,Saturday
Glen Huntly,600000,23/09/2017,Saturday
Glen Huntly,275000,23/09/2017,Saturday
Glen Waverley,1190000,23/09/2017,Saturday
Glen Waverley,2450000,23/09/2017,Saturday
Glen Waverley,1214000,23/09/2017,Saturday
Glen Waverley,1631888,23/09/2017,Saturday
Glenroy,850000,23/09/2017,Saturday
Glenroy,1051000,23/09/2017,Saturday
Glenroy,563250,23/09/2017,Saturday
Glenroy,910000,23/09/2017,Saturday
Glenroy,485000,23/09/2017,Saturday
Gowanbrae,845000,23/09/2017,Saturday
Hadfield,850000,23/09/2017,Saturday
Hadfield,760000,23/09/2017,Saturday
Hampton,1800000,23/09/2017,Saturday
Hampton,2000000,23/09/2017,Saturday
Hampton,2500000,23/09/2017,Saturday
Hampton East,1125000,23/09/2017,Saturday
Heathmont,952000,23/09/2017,Saturday
Highett,1911000,23/09/2017,Saturday
Highett,770000,23/09/2017,Saturday
Hillside,781500,23/09/2017,Saturday
Hillside,637000,23/09/2017,Saturday
Hughesdale,1360000,23/09/2017,Saturday
Huntingdale,1205000,23/09/2017,Saturday
Kealba,572000,23/09/2017,Saturday
Keilor Downs,680000,23/09/2017,Saturday
Keilor East,784000,23/09/2017,Saturday
Keilor East,790000,23/09/2017,Saturday
Keilor East,600000,23/09/2017,Saturday
Keilor East,630000,23/09/2017,Saturday
Keilor East,601000,23/09/2017,Saturday
Keilor East,900000,23/09/2017,Saturday
Keilor Park,680000,23/09/2017,Saturday
Kensington,1010000,23/09/2017,Saturday
Kensington,1023000,23/09/2017,Saturday
Kensington,411500,23/09/2017,Saturday
Kensington,1035000,23/09/2017,Saturday
Maidstone,818000,23/09/2017,Saturday
Malvern,2500000,23/09/2017,Saturday
Maribyrnong,481000,23/09/2017,Saturday
Maribyrnong,999000,23/09/2017,Saturday
Maribyrnong,752500,23/09/2017,Saturday
Middle Park,2800000,23/09/2017,Saturday
Mitcham,890000,23/09/2017,Saturday
Mitcham,1150000,23/09/2017,Saturday
Mitcham,1306000,23/09/2017,Saturday
Mitcham,902000,23/09/2017,Saturday
Moonee Ponds,950000,23/09/2017,Saturday
Moonee Ponds,1350000,23/09/2017,Saturday
Moonee Ponds,561000,23/09/2017,Saturday
Moonee Ponds,1162000,23/09/2017,Saturday
Mount Waverley,1425000,23/09/2017,Saturday
Mount Waverley,1400000,23/09/2017,Saturday
Mount Waverley,1586000,23/09/2017,Saturday
Mount Waverley,1560000,23/09/2017,Saturday
Mount Waverley,853000,23/09/2017,Saturday
Mount Waverley,873000,23/09/2017,Saturday
Mount Waverley,1408000,23/09/2017,Saturday
Mount Waverley,1800000,23/09/2017,Saturday
Mulgrave,1080000,23/09/2017,Saturday
Mulgrave,1105000,23/09/2017,Saturday
Mulgrave,580000,23/09/2017,Saturday
Mulgrave,880000,23/09/2017,Saturday
Mulgrave,840000,23/09/2017,Saturday
Murrumbeena,1321188,23/09/2017,Saturday
Newport,1130000,23/09/2017,Saturday
Newport,810000,23/09/2017,Saturday
Newport,950000,23/09/2017,Saturday
Niddrie,800000,23/09/2017,Saturday
Niddrie,1340000,23/09/2017,Saturday
North Melbourne,1287500,23/09/2017,Saturday
North Melbourne,516000,23/09/2017,Saturday
Northcote,1280000,23/09/2017,Saturday
Northcote,1360000,23/09/2017,Saturday
Northcote,1300000,23/09/2017,Saturday
Northcote,2000000,23/09/2017,Saturday
Northcote,1550000,23/09/2017,Saturday
Northcote,807500,23/09/2017,Saturday
Northcote,2800000,23/09/2017,Saturday
Northcote,330000,23/09/2017,Saturday
Northcote,1250000,23/09/2017,Saturday
Northcote,1015000,23/09/2017,Saturday
Northcote,1155000,23/09/2017,Saturday
Northcote,385000,23/09/2017,Saturday
Northcote,1350000,23/09/2017,Saturday
Notting Hill,1075000,23/09/2017,Saturday
Nunawading,945000,23/09/2017,Saturday
Nunawading,870000,23/09/2017,Saturday
Oak Park,1000000,23/09/2017,Saturday
Oak Park,763000,23/09/2017,Saturday
Oak Park,925000,23/09/2017,Saturday
Oakleigh,743000,23/09/2017,Saturday
Oakleigh,760000,23/09/2017,Saturday
Oakleigh East,1382000,23/09/2017,Saturday
Ormond,1450000,23/09/2017,Saturday
Ormond,1540000,23/09/2017,Saturday
Ormond,1060000,23/09/2017,Saturday
Port Melbourne,520000,23/09/2017,Saturday
Port Melbourne,720000,23/09/2017,Saturday
Port Melbourne,900000,23/09/2017,Saturday
Port Melbourne,1725000,23/09/2017,Saturday
Port Melbourne,1400000,23/09/2017,Saturday
Port Melbourne,1635000,23/09/2017,Saturday
Prahran,600000,23/09/2017,Saturday
Prahran,1463000,23/09/2017,Saturday
Preston,1150000,23/09/2017,Saturday
Preston,662000,23/09/2017,Saturday
Preston,820000,23/09/2017,Saturday
Preston,950000,23/09/2017,Saturday
Reservoir,655000,23/09/2017,Saturday
Reservoir,901000,23/09/2017,Saturday
Reservoir,565000,23/09/2017,Saturday
Reservoir,492500,23/09/2017,Saturday
Reservoir,600000,23/09/2017,Saturday
Reservoir,680000,23/09/2017,Saturday
Reservoir,890000,23/09/2017,Saturday
Reservoir,1190000,23/09/2017,Saturday
Reservoir,855000,23/09/2017,Saturday
Reservoir,785000,23/09/2017,Saturday
Reservoir,865000,23/09/2017,Saturday
Reservoir,1000000,23/09/2017,Saturday
Reservoir,800000,23/09/2017,Saturday
Reservoir,1400000,23/09/2017,Saturday
Richmond,400000,23/09/2017,Saturday
Richmond,1600000,23/09/2017,Saturday
Richmond,490000,23/09/2017,Saturday
Richmond,1600000,23/09/2017,Saturday
Richmond,1900000,23/09/2017,Saturday
Richmond,1520000,23/09/2017,Saturday
Richmond,1200000,23/09/2017,Saturday
Richmond,702000,23/09/2017,Saturday
Richmond,1720000,23/09/2017,Saturday
Ringwood,999999,23/09/2017,Saturday
Ringwood East,630000,23/09/2017,Saturday
Ringwood North,1100000,23/09/2017,Saturday
Rowville,1037000,23/09/2017,Saturday
Sandringham,1050000,23/09/2017,Saturday
Seaholme,730500,23/09/2017,Saturday
Seddon,680000,23/09/2017,Saturday
Seddon,1225000,23/09/2017,Saturday
Seddon,490000,23/09/2017,Saturday
Seddon,1000000,23/09/2017,Saturday
South Melbourne,1050000,23/09/2017,Saturday
South Melbourne,1151000,23/09/2017,Saturday
South Melbourne,1800000,23/09/2017,Saturday
South Melbourne,817000,23/09/2017,Saturday
South Melbourne,500000,23/09/2017,Saturday
South Yarra,666000,23/09/2017,Saturday
South Yarra,1330000,23/09/2017,Saturday
South Yarra,2175000,23/09/2017,Saturday
South Yarra,617000,23/09/2017,Saturday
South Yarra,451000,23/09/2017,Saturday
South Yarra,1800000,23/09/2017,Saturday
South Yarra,760000,23/09/2017,Saturday
South Yarra,495000,23/09/2017,Saturday
South Yarra,380000,23/09/2017,Saturday
South Yarra,648000,23/09/2017,Saturday
Southbank,567500,23/09/2017,Saturday
Southbank,440000,23/09/2017,Saturday
St Albans,645000,23/09/2017,Saturday
St Albans,549500,23/09/2017,Saturday
St Kilda,640000,23/09/2017,Saturday
St Kilda,2680000,23/09/2017,Saturday
St Kilda,1000000,23/09/2017,Saturday
St Kilda,962500,23/09/2017,Saturday
St Kilda,3610000,23/09/2017,Saturday
St Kilda,617000,23/09/2017,Saturday
St Kilda,1200000,23/09/2017,Saturday
Strathmore,1625000,23/09/2017,Saturday
Strathmore,810000,23/09/2017,Saturday
Sunshine,840000,23/09/2017,Saturday
Sunshine,710500,23/09/2017,Saturday
Sunshine,770000,23/09/2017,Saturday
Sunshine North,736000,23/09/2017,Saturday
Sunshine North,895000,23/09/2017,Saturday
Sunshine West,555000,23/09/2017,Saturday
Taylors Lakes,746000,23/09/2017,Saturday
Taylors Lakes,735000,23/09/2017,Saturday
Taylors Lakes,751000,23/09/2017,Saturday
Taylors Lakes,600000,23/09/2017,Saturday
Templestowe,1385000,23/09/2017,Saturday
Templestowe,910000,23/09/2017,Saturday
Templestowe Lower,1515000,23/09/2017,Saturday
Templestowe Lower,1561000,23/09/2017,Saturday
Templestowe Lower,1250000,23/09/2017,Saturday
The Basin,700000,23/09/2017,Saturday
Thornbury,650000,23/09/2017,Saturday
Thornbury,540000,23/09/2017,Saturday
Thornbury,1600000,23/09/2017,Saturday
Thornbury,1150000,23/09/2017,Saturday
Toorak,3200000,23/09/2017,Saturday
Toorak,3155000,23/09/2017,Saturday
Tullamarine,475000,23/09/2017,Saturday
Vermont,1260000,23/09/2017,Saturday
Vermont,597500,23/09/2017,Saturday
Vermont South,1202000,23/09/2017,Saturday
Wantirna,915000,23/09/2017,Saturday
Wantirna,920000,23/09/2017,Saturday
Wantirna South,1000000,23/09/2017,Saturday
Wantirna South,1180000,23/09/2017,Saturday
Wantirna South,1400000,23/09/2017,Saturday
Warrandyte,880000,23/09/2017,Saturday
West Footscray,840000,23/09/2017,Saturday
West Footscray,879000,23/09/2017,Saturday
West Footscray,782000,23/09/2017,Saturday
West Melbourne,742000,23/09/2017,Saturday
Wheelers Hill,1062000,23/09/2017,Saturday
Wheelers Hill,1025000,23/09/2017,Saturday
Wheelers Hill,1280000,23/09/2017,Saturday
Wheelers Hill,1660000,23/09/2017,Saturday
Williamstown,832000,23/09/2017,Saturday
Williamstown,440000,23/09/2017,Saturday
Williamstown,900000,23/09/2017,Saturday
Windsor,620000,23/09/2017,Saturday
Yarraville,1300000,23/09/2017,Saturday
Yarraville,740000,23/09/2017,Saturday
Yarraville,1360000,23/09/2017,Saturday
Yarraville,1455000,23/09/2017,Saturday
Yarraville,515000,23/09/2017,Saturday
Bentleigh,2400000,30/09/2017,Saturday
Maidstone,611500,30/09/2017,Saturday
Reservoir,475000,30/09/2017,Saturday
Abbotsford,1370000,7/10/2017,Saturday
Abbotsford,1240000,7/10/2017,Saturday
Airport West,790000,7/10/2017,Saturday
Airport West,576000,7/10/2017,Saturday
Albion,730000,7/10/2017,Saturday
Altona,940000,7/10/2017,Saturday
Ardeer,940000,7/10/2017,Saturday
Ascot Vale,905000,7/10/2017,Saturday
Ascot Vale,950000,7/10/2017,Saturday
Ascot Vale,1000000,7/10/2017,Saturday
Avondale Heights,1010000,7/10/2017,Saturday
Avondale Heights,1100000,7/10/2017,Saturday
Avondale Heights,800000,7/10/2017,Saturday
Balaclava,1008000,7/10/2017,Saturday
Beaumaris,1500000,7/10/2017,Saturday
Bentleigh,1210000,7/10/2017,Saturday
Bentleigh,1600000,7/10/2017,Saturday
Bentleigh East,1050000,7/10/2017,Saturday
Bentleigh East,1275000,7/10/2017,Saturday
Bentleigh East,1042000,7/10/2017,Saturday
Blackburn North,1280000,7/10/2017,Saturday
Blackburn North,1275000,7/10/2017,Saturday
Boronia,720500,7/10/2017,Saturday
Brighton East,1600000,7/10/2017,Saturday
Brunswick,790000,7/10/2017,Saturday
Brunswick,1110000,7/10/2017,Saturday
Brunswick East,1200000,7/10/2017,Saturday
Brunswick West,1260000,7/10/2017,Saturday
Burwood,1200000,7/10/2017,Saturday
Carlton,1400000,7/10/2017,Saturday
Carlton,2061000,7/10/2017,Saturday
Chadstone,882000,7/10/2017,Saturday
Cheltenham,1270000,7/10/2017,Saturday
Cheltenham,975000,7/10/2017,Saturday
Cheltenham,1288000,7/10/2017,Saturday
Cheltenham,1323000,7/10/2017,Saturday
Cheltenham,990000,7/10/2017,Saturday
Clayton,1100000,7/10/2017,Saturday
Clifton Hill,1746000,7/10/2017,Saturday
Coburg,920000,7/10/2017,Saturday
Coburg,800000,7/10/2017,Saturday
Coburg,730000,7/10/2017,Saturday
Coburg North,825000,7/10/2017,Saturday
Coburg North,830000,7/10/2017,Saturday
Collingwood,750000,7/10/2017,Saturday
Cremorne,1310000,7/10/2017,Saturday
Croydon,1000000,7/10/2017,Saturday
Croydon,825000,7/10/2017,Saturday
Deer Park,521500,7/10/2017,Saturday
Deer Park,596000,7/10/2017,Saturday
Delahey,585000,7/10/2017,Saturday
Delahey,498000,7/10/2017,Saturday
Doncaster,1380000,7/10/2017,Saturday
Donvale,969000,7/10/2017,Saturday
Donvale,1025000,7/10/2017,Saturday
Essendon,1850000,7/10/2017,Saturday
Fairfield,2460000,7/10/2017,Saturday
Ferntree Gully,675000,7/10/2017,Saturday
Ferntree Gully,860000,7/10/2017,Saturday
Ferntree Gully,735000,7/10/2017,Saturday
Fitzroy,1350000,7/10/2017,Saturday
Fitzroy North,920000,7/10/2017,Saturday
Footscray,1310000,7/10/2017,Saturday
Footscray,685000,7/10/2017,Saturday
Glen Waverley,1100000,7/10/2017,Saturday
Glen Waverley,1170000,7/10/2017,Saturday
Glen Waverley,1296000,7/10/2017,Saturday
Glen Waverley,1075000,7/10/2017,Saturday
Glenroy,612000,7/10/2017,Saturday
Glenroy,875000,7/10/2017,Saturday
Glenroy,820000,7/10/2017,Saturday
Glenroy,780000,7/10/2017,Saturday
Glenroy,1200000,7/10/2017,Saturday
Gowanbrae,900000,7/10/2017,Saturday
Gowanbrae,980000,7/10/2017,Saturday
Hadfield,788000,7/10/2017,Saturday
Hadfield,925000,7/10/2017,Saturday
Heathmont,1030000,7/10/2017,Saturday
Hillside,727000,7/10/2017,Saturday
Hillside,707500,7/10/2017,Saturday
Huntingdale,1100000,7/10/2017,Saturday
Kealba,650000,7/10/2017,Saturday
Keilor Downs,680000,7/10/2017,Saturday
Keilor Downs,750000,7/10/2017,Saturday
Keilor East,790000,7/10/2017,Saturday
Keilor East,640000,7/10/2017,Saturday
Keilor East,1150000,7/10/2017,Saturday
Keilor East,1022000,7/10/2017,Saturday
Keilor East,1450000,7/10/2017,Saturday
Keilor East,800000,7/10/2017,Saturday
Keilor Park,752000,7/10/2017,Saturday
Kensington,881000,7/10/2017,Saturday
Kilsyth,701500,7/10/2017,Saturday
Kilsyth,657000,7/10/2017,Saturday
Kings Park,667000,7/10/2017,Saturday
Kingsbury,945000,7/10/2017,Saturday
Kingsville,1160000,7/10/2017,Saturday
Knoxfield,795000,7/10/2017,Saturday
Laverton,557500,7/10/2017,Saturday
Maidstone,902000,7/10/2017,Saturday
McKinnon,2010000,7/10/2017,Saturday
Mitcham,850000,7/10/2017,Saturday
Moonee Ponds,965000,7/10/2017,Saturday
Moonee Ponds,2220000,7/10/2017,Saturday
Moonee Ponds,1365000,7/10/2017,Saturday
Moonee Ponds,1210000,7/10/2017,Saturday
Mount Waverley,1400000,7/10/2017,Saturday
Mount Waverley,1300000,7/10/2017,Saturday
Mount Waverley,1360000,7/10/2017,Saturday
Mount Waverley,1470000,7/10/2017,Saturday
Mulgrave,1111000,7/10/2017,Saturday
Newport,736500,7/10/2017,Saturday
Newport,1040000,7/10/2017,Saturday
Newport,980000,7/10/2017,Saturday
Newport,1570000,7/10/2017,Saturday
Newport,1405000,7/10/2017,Saturday
Newport,1300000,7/10/2017,Saturday
Newport,1378000,7/10/2017,Saturday
Niddrie,861000,7/10/2017,Saturday
Niddrie,1410000,7/10/2017,Saturday
Northcote,1135000,7/10/2017,Saturday
Northcote,1100000,7/10/2017,Saturday
Northcote,1266000,7/10/2017,Saturday
Notting Hill,1210000,7/10/2017,Saturday
Nunawading,1055000,7/10/2017,Saturday
Nunawading,1056000,7/10/2017,Saturday
Oak Park,1091000,7/10/2017,Saturday
Pascoe Vale,818000,7/10/2017,Saturday
Pascoe Vale,320000,7/10/2017,Saturday
Port Melbourne,1000000,7/10/2017,Saturday
Port Melbourne,2100000,7/10/2017,Saturday
Preston,1331000,7/10/2017,Saturday
Preston,1020000,7/10/2017,Saturday
Preston,1070000,7/10/2017,Saturday
Reservoir,825000,7/10/2017,Saturday
Reservoir,780000,7/10/2017,Saturday
Reservoir,680000,7/10/2017,Saturday
Reservoir,945000,7/10/2017,Saturday
Reservoir,740000,7/10/2017,Saturday
Reservoir,700000,7/10/2017,Saturday
Reservoir,1090000,7/10/2017,Saturday
Reservoir,810000,7/10/2017,Saturday
Richmond,931000,7/10/2017,Saturday
Richmond,1600000,7/10/2017,Saturday
Richmond,1055000,7/10/2017,Saturday
Richmond,850000,7/10/2017,Saturday
Ringwood North,942000,7/10/2017,Saturday
Ringwood North,945000,7/10/2017,Saturday
Rowville,1755000,7/10/2017,Saturday
Sandringham,2000000,7/10/2017,Saturday
Seabrook,570000,7/10/2017,Saturday
Seddon,1035000,7/10/2017,Saturday
Seddon,720000,7/10/2017,Saturday
Seddon,817000,7/10/2017,Saturday
South Melbourne,960000,7/10/2017,Saturday
St Albans,820000,7/10/2017,Saturday
St Albans,610000,7/10/2017,Saturday
St Kilda,600000,7/10/2017,Saturday
Strathmore,950000,7/10/2017,Saturday
Strathmore,700000,7/10/2017,Saturday
Sunshine,705000,7/10/2017,Saturday
Sunshine,645000,7/10/2017,Saturday
Sunshine,710000,7/10/2017,Saturday
Sunshine North,555000,7/10/2017,Saturday
Sunshine West,700000,7/10/2017,Saturday
Sunshine West,950000,7/10/2017,Saturday
Sunshine West,702500,7/10/2017,Saturday
Taylors Lakes,905000,7/10/2017,Saturday
Thornbury,1500000,7/10/2017,Saturday
Thornbury,1266000,7/10/2017,Saturday
Thornbury,710000,7/10/2017,Saturday
Tullamarine,647000,7/10/2017,Saturday
Vermont South,1020000,7/10/2017,Saturday
Wantirna,975000,7/10/2017,Saturday
Wantirna,1065800,7/10/2017,Saturday
Wantirna South,935000,7/10/2017,Saturday
Warranwood,1015000,7/10/2017,Saturday
West Melbourne,1654000,7/10/2017,Saturday
Wheelers Hill,1560000,7/10/2017,Saturday
Williamstown,1760000,7/10/2017,Saturday
Yarraville,945000,7/10/2017,Saturday
Yarraville,910000,7/10/2017,Saturday
Yarraville,2025000,7/10/2017,Saturday
Yarraville,1561000,7/10/2017,Saturday
Abbotsford,1075000,14/10/2017,Saturday
Abbotsford,1300000,14/10/2017,Saturday
Abbotsford,1200000,14/10/2017,Saturday
Aberfeldie,2560000,14/10/2017,Saturday
Airport West,730000,14/10/2017,Saturday
Airport West,770000,14/10/2017,Saturday
Airport West,805000,14/10/2017,Saturday
Albert Park,1330000,14/10/2017,Saturday
Albert Park,3600000,14/10/2017,Saturday
Albion,790000,14/10/2017,Saturday
Alphington,1550000,14/10/2017,Saturday
Altona,1565000,14/10/2017,Saturday
Altona Meadows,630000,14/10/2017,Saturday
Altona North,915000,14/10/2017,Saturday
Ardeer,615000,14/10/2017,Saturday
Armadale,1895000,14/10/2017,Saturday
Ascot Vale,1175000,14/10/2017,Saturday
Ascot Vale,1635000,14/10/2017,Saturday
Ascot Vale,1650000,14/10/2017,Saturday
Ashwood,1516000,14/10/2017,Saturday
Ashwood,987000,14/10/2017,Saturday
Avondale Heights,900000,14/10/2017,Saturday
Avondale Heights,785000,14/10/2017,Saturday
Avondale Heights,850000,14/10/2017,Saturday
Avondale Heights,799000,14/10/2017,Saturday
Beaumaris,1140000,14/10/2017,Saturday
Bentleigh,1510000,14/10/2017,Saturday
Bentleigh,1510000,14/10/2017,Saturday
Bentleigh,1630000,14/10/2017,Saturday
Bentleigh,1730000,14/10/2017,Saturday
Bentleigh,2040000,14/10/2017,Saturday
Bentleigh,1510000,14/10/2017,Saturday
Bentleigh,1165000,14/10/2017,Saturday
Bentleigh,2260000,14/10/2017,Saturday
Bentleigh East,1200000,14/10/2017,Saturday
Bentleigh East,1162000,14/10/2017,Saturday
Bentleigh East,1190000,14/10/2017,Saturday
Bentleigh East,1160000,14/10/2017,Saturday
Bentleigh East,1000000,14/10/2017,Saturday
Blackburn,1255000,14/10/2017,Saturday
Boronia,720000,14/10/2017,Saturday
Boronia,780000,14/10/2017,Saturday
Brighton,1802000,14/10/2017,Saturday
Brighton East,1155000,14/10/2017,Saturday
Brunswick,1150000,14/10/2017,Saturday
Brunswick,1050000,14/10/2017,Saturday
Bulleen,1350000,14/10/2017,Saturday
Bulleen,1210000,14/10/2017,Saturday
Burwood,1666766,14/10/2017,Saturday
Burwood East,1345500,14/10/2017,Saturday
Burwood East,1351000,14/10/2017,Saturday
Cairnlea,1050000,14/10/2017,Saturday
Carlton,840000,14/10/2017,Saturday
Carlton,1398000,14/10/2017,Saturday
Carlton North,1650000,14/10/2017,Saturday
Caulfield South,1655000,14/10/2017,Saturday
Chadstone,816000,14/10/2017,Saturday
Cheltenham,1255000,14/10/2017,Saturday
Cheltenham,1120000,14/10/2017,Saturday
Cheltenham,1375000,14/10/2017,Saturday
Cheltenham,860000,14/10/2017,Saturday
Clayton,1215000,14/10/2017,Saturday
Clifton Hill,1500000,14/10/2017,Saturday
Clifton Hill,1380000,14/10/2017,Saturday
Clifton Hill,1830000,14/10/2017,Saturday
Coburg,1205000,14/10/2017,Saturday
Coburg,1222000,14/10/2017,Saturday
Coburg,990000,14/10/2017,Saturday
Coburg,861500,14/10/2017,Saturday
Coburg North,950000,14/10/2017,Saturday
Coburg North,1012000,14/10/2017,Saturday
Cremorne,1081000,14/10/2017,Saturday
Croydon,880000,14/10/2017,Saturday
Croydon,970000,14/10/2017,Saturday
Croydon,855000,14/10/2017,Saturday
Croydon Hills,1076000,14/10/2017,Saturday
Croydon North,1175000,14/10/2017,Saturday
Deer Park,1000000,14/10/2017,Saturday
Doncaster,1380000,14/10/2017,Saturday
Doncaster,1351000,14/10/2017,Saturday
Doncaster,1327000,14/10/2017,Saturday
Doncaster East,1330000,14/10/2017,Saturday
Donvale,1070000,14/10/2017,Saturday
Donvale,1160000,14/10/2017,Saturday
East Melbourne,4550000,14/10/2017,Saturday
Elsternwick,1690000,14/10/2017,Saturday
Elsternwick,3050000,14/10/2017,Saturday
Elwood,1370000,14/10/2017,Saturday
Elwood,1860000,14/10/2017,Saturday
Essendon,1150000,14/10/2017,Saturday
Essendon,1900000,14/10/2017,Saturday
Essendon,1355000,14/10/2017,Saturday
Essendon,1269000,14/10/2017,Saturday
Essendon,900000,14/10/2017,Saturday
Essendon North,992500,14/10/2017,Saturday
Fairfield,1620000,14/10/2017,Saturday
Ferntree Gully,808000,14/10/2017,Saturday
Ferntree Gully,761000,14/10/2017,Saturday
Fitzroy North,1560000,14/10/2017,Saturday
Fitzroy North,1250000,14/10/2017,Saturday
Fitzroy North,1350000,14/10/2017,Saturday
Footscray,1300000,14/10/2017,Saturday
Footscray,700000,14/10/2017,Saturday
Footscray,860000,14/10/2017,Saturday
Footscray,1450000,14/10/2017,Saturday
Footscray,868000,14/10/2017,Saturday
Forest Hill,1190000,14/10/2017,Saturday
Forest Hill,1088000,14/10/2017,Saturday
Glen Waverley,2670000,14/10/2017,Saturday
Glen Waverley,1255000,14/10/2017,Saturday
Glen Waverley,1630000,14/10/2017,Saturday
Glen Waverley,1560000,14/10/2017,Saturday
Glenroy,795000,14/10/2017,Saturday
Glenroy,685500,14/10/2017,Saturday
Glenroy,752000,14/10/2017,Saturday
Glenroy,770000,14/10/2017,Saturday
Hampton,2095000,14/10/2017,Saturday
Hampton,1720000,14/10/2017,Saturday
Hampton,1550000,14/10/2017,Saturday
Hampton,1745000,14/10/2017,Saturday
Hampton East,1451000,14/10/2017,Saturday
Heathmont,880000,14/10/2017,Saturday
Highett,1175000,14/10/2017,Saturday
Highett,900000,14/10/2017,Saturday
Highett,815000,14/10/2017,Saturday
Highett,950000,14/10/2017,Saturday
Hillside,531000,14/10/2017,Saturday
Hillside,525000,14/10/2017,Saturday
Hughesdale,1250000,14/10/2017,Saturday
Keilor Downs,700000,14/10/2017,Saturday
Keilor East,930000,14/10/2017,Saturday
Keilor East,950000,14/10/2017,Saturday
Keilor East,915000,14/10/2017,Saturday
Keilor East,990000,14/10/2017,Saturday
Keilor East,700000,14/10/2017,Saturday
Keilor East,850000,14/10/2017,Saturday
Kensington,2112000,14/10/2017,Saturday
Kilsyth,690000,14/10/2017,Saturday
Knoxfield,980000,14/10/2017,Saturday
Maidstone,715000,14/10/2017,Saturday
Malvern East,1307500,14/10/2017,Saturday
Maribyrnong,1190000,14/10/2017,Saturday
McKinnon,1850000,14/10/2017,Saturday
Middle Park,6370000,14/10/2017,Saturday
Mitcham,635000,14/10/2017,Saturday
Mitcham,1451000,14/10/2017,Saturday
Mitcham,1705000,14/10/2017,Saturday
Mitcham,993000,14/10/2017,Saturday
Mitcham,1104000,14/10/2017,Saturday
Moonee Ponds,1000000,14/10/2017,Saturday
Moonee Ponds,792000,14/10/2017,Saturday
Moonee Ponds,976000,14/10/2017,Saturday
Mount Waverley,1775000,14/10/2017,Saturday
Mount Waverley,950000,14/10/2017,Saturday
Mount Waverley,1650000,14/10/2017,Saturday
Mount Waverley,1651000,14/10/2017,Saturday
Mount Waverley,1360000,14/10/2017,Saturday
Mount Waverley,2820000,14/10/2017,Saturday
Mount Waverley,1472000,14/10/2017,Saturday
Mount Waverley,1375000,14/10/2017,Saturday
Mulgrave,1000000,14/10/2017,Saturday
